Id	Request	Normalized Score	score
85759	I've gotten curious about your experiences interviewing Russians. Would you go into details please?	-0.608246352	0.192444526
470722	"On your Citation templates subpage you have the statement ""CS1 and CS2 both use <person> as a meta-template and are variants of APA style."" In the past I have had experienced editors tell me this, but none of them could point to any documentation or contemporaneous discussion to verify this statement. Can you point me to any confirmation of this statement?"	0.766155486	0.863133844
47508	What does the People People magazine say? Does it give Susan's birthday or just say she is 48?	-0.16199561	0.408493371
803642	"Well, it would depend on what the text file contains! Basically, the compression will be removal of extra spaces and line breaks, which can decrease the file size substantially, but how will you re-construct it again on the client side?"	-0.047065347	0.47319683
141514	"I'm sorry if I wasn't clear, I'm asking why it isn't something you can choose to do every time? What is the reason you can't do that?"	0.122910969	0.56969083
5852672	Is there a correct term for them? (Variations / Sub-Lists ?)	0.18678433	0.605201804
559372	how do i propose to change the name of <url> to <url> ??	0.380199493	0.706484027
87836	"Hello; I was just browing through and I happened to come across <url> page. I would just like to know, is this an old duplicate of the <url> page, or is it being developed for a new article?"	0.234141874	0.630994475
15014	"Please clarify: Do you already have a table of network nodes with IDs or do you need to create IDs from scratch? If you have a nodes table, how does it look like?"	-0.264264564	0.352893303
344934	"OK, then, define ""bias"", propose a way to quantify it, and if it's accepted by consensus, we'll apply it to ''all'' the admins on that page. Or, perhaps as a starting point, how about presenting some evidence?"	-1.151564215	0.049975447
6057392	Shouldn't every professional programmer be able to do such things? Isn't that part of a being programmer?	-1.649698137	0.009218779
569	could you please tell what is your cpu and amount of your ram? and how many apps you install?	-0.338869447	0.314157731
490623	I'll also add some categories to cover the collaboration nomination procedure and we should think about setting up a project <url>.  Can you think of anything else that we need to tag that could be better handled through the comicsproj template than a banner on the front page?	0.220430718	0.623581598
5237	I have the same problem. How did you resolved it?	0.513466922	0.768380605
542899	When you deleted <url> did you accidentally overlook the <person> template? Or do you have some reason for ignoring it?	-1.230706992	0.039360753
1245605	"You get to name the row and field sets explicitly, i.e. you don't have to specify a contiguous rectangle in a fixed coordinate system (particular row and col permutations)?"	0.21742401	0.621949814
2541752	In my experience you cannot inherit from a class that derives from UserControl. Have you ever done it successfully?	0.307484815	0.669764879
6797618	"I don't see ""parent"" at all. Maybe it exists in your templates?"	0.184271417	0.60381908
17180	"karthick, that was a great answer. Could you please add some info on OCRFeeder to mark it as the accepted answer?"	-0.969889662	0.08294116
8592122	When I see status with Firebus's Net Tab then it shows me Status 200. Is it right?	0.458787814	0.743898467
3589275	"Are you looking to change the text field's height (if so, why?), or keep its height the same while resizing the window?"	0.556680556	0.786768262
428025	Replied on my talk page. Maybe move the conversation somewhere else if specific issues need further discussion?	0.070034525	0.539847416
630746	"Sorry, I did not know there has been a category before. Can you delete it?"	1.035613132	0.930489601
882053	Array.binarySearch requires your array to be sorted in advance. Is it?	-0.277337739	0.345979937
623952	"Yeah, I'm not sure that I care one way or another, but the 3RR is clearly incorrect. And what happened to <url>?"	-0.788044651	0.130129734
2586	"Hello Erin, and welcome on _Drupal Answers_. To which Drupal version are you interested?"	1.129023519	0.946615876
7386679	"perhaps a stupid question, but you don't have some bogus character in your .py file after ""unittest""? Does it work from idle or when just starting pyton and typing ""import unittest""?"	0.035810101	0.520399906
3312	yes. ambiguous dates are of little value to the intended audience. When is the cutoff for an app or library to be considered?	-1.154652313	0.049522283
47255	David Sprenkle was at the University of Illinois in 1982 (at least part of it) while I was there.  Were you there too?	0.572274725	0.793188714
3879	"Can you post a link to which themes you've downloaded. Also, are you using the stock launcher or some other customised one like ADW or Launcher Pro?"	-1.483172183	0.017052951
168149	"However, as you can see, I provided citation for my edit.  Will you revert THAT and accuse me of vandalizing?"	-1.159614472	0.048800985
7094551	"Thank you, after some experimenting, this seems to be the way to go. Any thoughts on how to move the reparented component back to its original place in DOM (and ExtJS component hierarchy) once the window is closed?"	2.657227943	0.999926487
2453	"Thanks for editing this to provide a clearer statement of an interesting question, @Graham.  @Thunderror - does that capture what you were interested in?"	-0.224049283	0.37445748
15467	Maybe you can add the way you (or your (grand)mother) prepare it?	-0.609406055	0.191991739
6636236	"I don't think there's any ""optimal"" way to do it other than just scanning the string looking for the delimiters.  Perhaps _you_ could code that yourself?"	-0.553390229	0.214601137
7620456	_Why_ are you trying to delay it? What do you expect to gain from that?	-1.198591274	0.043423162
629195	"@Smjg, thanks. But why did you also remove the categories I added?"	-0.484595268	0.244381082
342444	"Let me know what you'd like me to do. Are you/anyone thinking of copying over the temporary copy wholesale or in parts; destroying the edit history of either, both or neither..?"	-0.47858112	0.247086318
8297864	I edited my question. I know eval() evaluates a string as code but are my examples above correct?	0.543516052	0.781258778
2695805	Do you understand how `UIImagePickerController` works? Do you have the delegate methods implemented?	-0.781928825	0.13198836
648277	Nope. Do I need to start one?	-0.581883137	0.202912924
1534298	"Adding window.id didn't help the issue. What is strange is that testing this as a file works fine even in Safari, testing it on a server (localhost or remote) it does not work which leads me to believe it's some sort of security 'feature' ?"	0.211598274	0.618781926
584827	Thanks for approving my request. Should I remove my request?	1.356249543	0.973657833
144125	"Why did you ""nowiki"" the unblock template?  Is it just here for show, or do you want it to be considered?"	-0.356824552	0.305113534
5111187	"I confess, no. What's exactly to be read in the docs you are referring to?"	0.786062422	0.869269853
106186	"(undent) The original legend had a green bar for ""claimed by India""... but I don't see any green areas in the map. Do you?"	-0.12890724	0.426946636
529953	I've filed a <url> in regard to all the recent IPs with which RFD and I have been involved.  Could you look there and offer an opinion?	0.505291802	0.764805243
506175	"Hi Kumioko, with regards to <url>, I'm not really seeing how <url>, a British WWII admiral is part of the US wikiproject? Were you using a category as your basis?"	-0.090246002	0.448709344
3928	@Prof. Kalai: Would you please point me to a good reference on Scarf's non empty core condition for the case of stable marriage?	0.075502705	0.542947026
560843	"Re: <url> and <url>, if you think they are better off as redirects to the suburb/town rather than substubs on the lakes with a <nowiki><person></nowiki> tagline, you only need to overwrite the article with a redirect (or revert to a previous version that was a redirect), leaving the substub in the article history. How come you speedied them before redirecting?"	-1.189138415	0.044681343
621053	"I've now blocked them as the account appears to be used only for vandalism. Since your username is prone to being mis-spelled can I suggest you set up some ""dead"" <url> accounts to pre-empt further impersonations?"	0.270098459	0.650197949
621854	Liked that <url> I tore into that spammer? Got a box with a gun?	-1.186276936	0.045067944
625172	No worries. Can you take another look at the nom?	0.712429494	0.845603136
162719	"I notice you removed within a few minutes an anecdote added anonymously about how Nik Kershaw found his manager Micky Modern, as ""uncited"". Google shows that the essence of the story is related by Kershaw in an interview transcribed (with typos) at http://www.nikkershaw.it/press/interviews/2002interview.php?id=8 Is it not Wikipedia policy to flag such statements as uncited and allow time for a citation to be added?"	-0.390723537	0.28836194
6062790	I'm getting some warnings. Warnings can cause my problem?	0.119513064	0.567783123
749	"cool, thanks for the input. Is the ts-2 more efficient because you don't have to flip the wheel?"	0.302273928	0.667063842
8313	"@Mikle - This question is too open-ended. Can you please narrow it down, as per zenbike and Daniel's comments?"	0.724400762	0.849632438
129287	Fair enough. So when can I change it back without getting blocked?	-0.395344594	0.286112389
3972748	"Can you define overlapping?  That is, do you mean a set of intervals with a point in common or do you mean a set of intervals such that there is an overlapping path between any pair?"	0.258040998	0.643798233
530329	There are a few posts at <url> saying people are having trouble seeing the DYK picture that's up now. Do you think you could switch it?	-0.029292836	0.48331037
567474	"Yes, <url> already mentioned that <url>, and it seems that the concern was not addressed. Han Amos, could you explain your use of blocking templates in place of the blocking admin?"	0.133983839	0.575896038
60292	"Anupam, the etymology of ''chand raat'' Sanskritic, as stated in article is basically correct. Is there an issue?"	-0.680088865	0.16563586
382099	I notice yall were trying to get some Canadian articles featured. How many Canadian articles are even at that status?	-0.615154364	0.189757046
2068	"Which accounts must read/write the data? Does the daemon just read what a user has written, vice versa, or is it two way?"	0.066492767	0.537838483
403385	I have listened to the beginning for your recording of Thomas Jefferson and nothing is mentioned that Thomas Jefferson owned slaves or Thomas Jefferson and Sally Hemings. Why?	-0.808596279	0.124017053
235499	Is there any reason that you redirected <url> to <url>? Did this happen as a result of a technical error or something?	-0.325846403	0.320788558
326	Couldn't this have been appended to that discussion? Or googled?	-0.453500648	0.258538376
249942	"Actually meant this to go up under Cunard's comment above, but the new love-heart thingumyjig doesn't have that subtlety. See these new wikilove templates are pretty nifty atren't they?"	-0.060416579	0.465610234
8961	"well, it was worth asking. ;) http://forums.esri.com/Thread.asp?c=93&f=1729&t=293173 seems to imply that you may be able to update values in a joined table by prefixing column names by the table name, though; maybe it would work across an insert too?"	0.028956749	0.516498254
3384361	"*Find a random element* sounds like picking a random element. But I assume you want to find a *specific* element in the array, right?"	0.444058655	0.737080147
626218	Great. How do I find those?	0.409830704	0.720884952
3251173	"Not what's commonly observed -- on the contrary an often heard complaint is that `print` statements from various threads get all mixed up.  What platform, OS and version, Python version, etc?"	1.040302724	0.931379845
5931	[nvidia-96](http://apt.ubuntu.com/p/nvidia-96) should be what you need. What is the output of `dmesg | grep -i nvidia` and `grep -i nvidia /var/log/Xorg.0.log`?	1.831283338	0.995553223
313904	Was googling with thoughts of creating <url> and found link to <url> -- it's like the 8th hit on google.  You planning to move to WP main space soon?	-0.250145914	0.360414413
1019811	"Is there any chance you could post some of the code, with an indication of where your break point is? Is it possible that the break point is in a non-executing code path (in an if/else block, etc)?"	0.567283143	0.791146131
1797120	The code you've posted works fine for me.  Are you doing something like `get_simps(get_simps(20))`?	0.871409489	0.893410358
548029	"About the citations for plot details, which HighwayCello mentions above, I've commented on this over at <url>. Maybe the whole discussion should be taken to the talk page of the article itself?"	0.004176102	0.502380019
630281	"xD if you say so! By the way, what's your favorite game ever?"	0.7005244	0.841525949
152998	What's in your MANIFEST.MF file? Does org.eventService.ProactiveClientEventLogger have a main() method?	0.095756643	0.554403663
4323	Can you please explain what it does?	0.533437667	0.776986055
4666326	can show your app please ? Are you looking for something similar to this http://mrdoob.com/projects/harmony ??	0.752543216	0.858826456
257822	Good work maintaining the Tibet page i seems to getting an increasing amount of traffic!!! Is our Chinese friend still persisting?	1.122941009	0.945665171
146267	"Everything about <url> looks fantastic, but.. going to |2 instead of |30em seems like a major step back. Is there a reason for it?"	0.747433737	0.857186167
626021	"""a wikipedia addict..."" -- Who, '''''me'''''?!?"	-0.34389455	0.311614944
401908	"Before I respond, I have a question: do you have anything that might be considered a conflict of interest regarding this subject?  Specifically, are you Jory Rabinovitz or a member of his immediate family or friends?"	-0.284594486	0.342164286
3578	"Can you please focus your question on security topics? Is your question specifically wrt ASLR, or is it something else?"	0.398371112	0.7153564
4798025	Is there a reason you dont just let IIS do this for you?  Or use the `<authorization>` features in your web.config?	-0.593326217	0.198327913
178477	"Hello, I'm just wondering how you have found out all the birthdates for the Coronation Street characters? Does it say somewhere?"	0.291545081	0.661475346
625345	"I did that already, a while back. Is there another one to block?"	-0.339204059	0.313988135
1277	Need more information — Does this happen on other WiFi Access Points? Are your iDevices Jailbroken?	-1.400108759	0.022741745
7089007	Why are your gradients 1024x768? Have you tried making them like 16x16 or something?	-0.050083061	0.471481118
623795	"I could go on from here, but this is essentially the underlying basis of my reasoning. Does this help explain my position?"	0.576967532	0.795098208
4610109	"SiegeX, what do you mean? Means, instead of rows+columns, I should change it to rows only?"	-0.127589128	0.427685349
6333945	What is the purpose of knowing if they are using the computer or not? What happens if they are not?	-0.903551855	0.098388537
8489478	What benefit will you gain if we do your homework for you? Why don't you do it yourself?	-1.822326146	0.004616245
4958871	"Why is your code stored in a `.cpp` (C++) file, while the question is about C? So, what is it C++ or C?"	-0.543857237	0.218597407
6243791	"Do you simply want to turn single characters into a list, or do you want to tokenize the input, i.e. turn `57+23` into `[""57"", ""+"", ""23""]`?"	-0.119465301	0.432243704
8121028	"Have you tried any other applications that use libsvga? Also, ""EGA driver"" sounds a bit suspicious, have you tried using other modes than 'default'?"	-0.030761969	0.482473856
505550	"Hi, Why were the images <url> from the infobox in <url>? Is this part of an MOS or something?"	-0.798887164	0.126879337
2180	Thank you for your answer. Could you please provide some reference (link) for the self-spreading malware attacks?	0.152563875	0.58626534
241090	"Hey, I'm back for a little, but can't stay too long - busy day.  What's up?"	0.26112897	0.645441179
2600403	"Unfortunately, i do not know how to start. Ok, I use fft, but what and how should I do next?"	0.818129687	0.878749164
3401897	"""think I've pointed out something that is not yet satisfactorily proven""?  What have you pointed out that's not proven formally?"	-1.120795085	0.054673418
588027	It looks like the category functioning works.  Can we get an alert to render instead of the default missing parameter <nowiki>{{{1}}}}</nowiki> behaviour?	-0.14181253	0.419728016
3314	"@Peter Smit: What do you mean in your comment about ""latex processing""?  What did you expect to happen that didn't?"	0.299711597	0.665732473
2597830	"I think you might be missing the point of the assignment. Hint: what can regular expressions parse, what can't they?"	-1.336691002	0.028095037
6500611	I don't understand what you mean by groups. Are you asking for groups or points?	0.296186783	0.663897595
253542	"Hello, '''Burzmali.''' I don't largely object to this edit...<url>...that you made to the <url> article, but would you mind explaining why you see that addition as non-notable?"	0.243127263	0.635826287
20154	"i'm sorry could you explain what you mean, i'm not sure if i understand. Your saying we should break them into 1x1 tiles?"	-0.21083018	0.381636343
3700010	what exactly are you expecting to see?  more than 1 server?	-1.109869705	0.056423193
20669	"I am puzzled that you just deleted the file 'harry potter stamps'. This file seems to have existed for two years without deletion, so perhaps you could explain the grounds for speedy deletion?"	-0.791781267	0.129003115
1863002	"sorry guys, i actually don't really know what acceptance that you guys mentioned. Can you guys explain please?"	1.319882299	0.970321929
524112	Can edge weights be negitive? Can there be negitive weight cycles?	0.168409388	0.595061549
629203	I would be fine with my comments being copied to the talk page - is that what was wanted? Or did I misunderstand?	0.383489616	0.708099907
334380	"Jeff3000, thanks a lot for your help with the article.  But I'm just curious - why was the link to the article for ""Advent of Divine Justice"" deleted?"	1.318105952	0.970150392
73629	"Could this be sublimed to something that is best described as a development manifesto? Is that what we should, essentially, be looking for?"	-0.496379236	0.239127118
8668	"I have seen 'webform-revisions' module, but it solves nothing to me. Have you got that functionality working?"	1.451762951	0.980957887
384109	I feel <url> is a personal attack against me. Can you please remove it for me per <url>?	0.157194123	0.588840387
9952	This looks like a bug to me. Have you asked for help on [Google's forum](http://www.google.com/support/forum/p/Calendar?hl=en&utm_source=HC&utm_medium=leftnav&utm_campaign=calendar)?	0.882842796	0.89638232
512902	"Hey, out of curiosity, why is your name ""TruthbringerToronto"" if you're in Montreal? Former Torontonian that escaped perhaps?"	0.337510774	0.685153233
79311	"Ashvini, if you cannot tell the difference between answering a question and posting a discussion, you shouldn't be working on software to begin with. Really, what the hell?"	-0.257167653	0.356666913
8359030	It's unclear exactly what you want. Are you trying to rearrange the format string?	0.209392138	0.617580192
511635	"Hiya FFM, I want to update the <url> page to make it a proper article and perhaps get it to FA status; I know it's unusual to be part of one's own organization editing, but it is possible -- if we work on a draft in userspace and have friends/colleagues helping update the article proper.  Are you interested in working on this in the coming week or so?"	0.410757907	0.721329978
4816	"A module that is causing a fatal error because it's invoking a method of a non-object is clearly a bug in a module; it's difficult to say which module is causing the error, as the error is appending in a Views file, but it could depend from a parameter passed to a Views function from another module. (Is it Panels or APK?)"	-0.936092997	0.090566328
1907	"You're talking about computing the coefficients of the polynomial, right?  Is this equivalent to computing the product of $\sqrt{n}$ $\sqrt{n}$-bit integers in time $\tilde O(n \log n)$ (where $\tilde O$ hides sub-logarithmic factors)?"	-2.417417894	0.000276728
4261	"@rob - Are you trying to clean off dirt, grease, or both? Or possibly sand and road salt?"	0.342431719	0.687645758
610393	"Hi, I'd like to help you with the image you just uploaded to the <url> article.  Can you tell me where you found it?"	1.222638834	0.959648962
2752236	"It could just be me, but that question doesn't make sense to me completely.  Maybe rephrase?"	0.795723241	0.872178069
25038	"""non-default screen resolutions when using virtual display over screen sharing"" — a statement, not a question. Please: do you *prefer*, or wish to *avoid* the non-default resolutions?"	-2.316361853	0.000468001
4620	"Could you provide more details , the summary of that question seems to be that special characters are ignored in google search which applies to this case. Is this the start of an expression ?"	-0.721396578	0.151372067
4199163	Vote down? Would you care to explain why?	-1.568039517	0.012543629
53741	Thanks for letting me know.  Is it considered a subspecies?	0.938532766	0.910000984
4173937	"I suspect this is a topcoder problem. What's the limit for input size, in this case?"	0.219942001	0.623316514
187736	"Good day, sorry to bother you. Is the 2:00 am news brief called eyewitness news everynite, and if it is do they play move closer to your world?"	0.659802833	0.827050956
2333	"I'm not sure this is much of a layout challenge in any real sense (get the font right, adjust a few parameters). Perhaps some more focused questions on aspects of the adjustments might be better?"	-0.027368141	0.484406389
629771	"Thanks, I tried to do that but don't know how to do it? Can you help?"	0.840699221	0.885124184
35682	"Hi, you have tagged the article <url> orphan. Can you please check it ?"	0.954610006	0.913673497
6830888	The question is how many ? or do you need to find them ?	-0.199396392	0.38787877
1729856	Is the italicized text the only error you get or are you getting any other errors?  Or are your breakpoints just not being triggered?	0.627112172	0.814840111
973356	It seems to me that the constraints may be arbitrary and affect an arbitrary number of other options in an arbitrary number of groups. So it's the arbitrary constraints that give you difficulty here?	0.003533282	0.502013671
389194	"I'm sorry, but I don't see what you're talking about.  Could you be more specific?"	0.803294133	0.874425504
5771444	hmm... wait a minute... hmm... what?!	-0.927463034	0.092594334
5816787	"You're welcome. And now, could you give a more detailed description of the problem?"	1.959010604	0.99743366
620330	"Well, don't everyone talk all at once now. :) Any suggestions for the article ?"	-0.247978527	0.36157388
4994	"Those coordinates look correct: longitudes should precede latitudes (to retain the positive orientation of the coordinate system: horizontal displacements must precede vertical displacements) and values in the SE US should have longitudes around -86 and latitudes around +30.  In what sense, then, is anything ""reversed""?"	-0.008150528	0.495354976
1247582	excuse me ? - class ?	-1.221210797	0.040528405
8959	"Thanks.  The wall is 10 1/2 feet wide.  Also, how much excess carpet should I leave in order to have enough to tuck it between the tack strip and baseboard?"	0.848433768	0.887253042
4389751	"I don't understand: what is P1, P2 ... ? Isn't just one process?"	-0.402279687	0.282752087
83784	"OK, the 3920th is done. Any further thoughts?"	0.089643657	0.550950191
23634	"Dear @sb1, it's all great but could you please answer the main question - in non-engineering terms that often already suppose an answer without asking why - whether the energy just disappears in the form of electromagnetic waves and how much? How much do we have to try to ""catch it"" by surrounding the circuit?"	-0.37173088	0.297694105
2070	Is it important to you to strip all the way down to a bare frame? Or is overhauling one system at a time OK?	0.380423472	0.706594162
3500	"You added the tag [approximation-hardness].  Can you elaborate on how this question is related to hardness of approximation, preferably in the question?"	1.192575028	0.955779427
5691	"What about this setting: Home > Menu > Setttings > Accounts & Sync ""Background Data"" and ""Auto Sync"" should be checked, then drilling down further, at the bottom of that settings screen click on the Google account that's associated with the calendar make sure ""Sync Calendar"" is synced.  Is all that setup correctly?"	0.108928382	0.561830557
8709000	"I'm really bad at problems like that, but if the int-stream is randomized data and you know the min and max (MAX_INT?) creating a simple tree is automatically balanced if the root is MAX_INT/2?"	-0.049571344	0.471772017
7728196	"I'm sorry, but I'm really struggling to understand what the problem is. Would you mind rephrasing the text after the first code sample?"	1.642315989	0.990516164
29739	"Sorry that does not answer my question. My question is, why do not people study electrons, say, artificially confined on a scale compared to the size of the nucleus ?"	0.18378642	0.603552061
619867	"Ah okay. In that case I'm going to tag it for deletion as a redundant redirect, if that's okay with you?"	0.225217773	0.626175041
143552	"What's the origin of the data graphed in <url>? The image is used in <url>, which has an in-text cite for solubility characteristics, but could you clarify the source for the graph itself?"	0.526306597	0.773934347
5594314	What have you tried? Examples?	-0.51232748	0.232115902
297648	How is the disc? Would you like the peer review to resume?	0.304120545	0.668022028
3160978	But the LoadWith - to my understanding should eliminate the lazy-load problem of serialization. What's more weird is that it's actually returned by a WCF service so It should already be serialized -right?	0.388098566	0.710356511
436627	"I'm new. Is the Editing User Talk section the right place to see if an article (not mine) can be rated ""Feature Listed"" or ""Feature Article""?"	0.422727882	0.72704393
25622	Picking up your challenge. You a big fan of skittles or something?	-0.76269452	0.137952712
329691	"In last few decencies many new theories occured about it, some prominent historians are involved from all ex-Yugoslav republics, with the same general idea - Slavic speakers were present in the Balkans much earlier, some claims say even from 1st century AD. What is said by ""your"" sources about it?"	-0.031733726	0.481920586
2576675	How is your input given? Like in your examples or are you given a graph or something like that?	0.722118141	0.848869607
4357094	@Rishav Rastogi - I've got it in application.rb (pasted in above). Should that work?	0.305337033	0.668652648
1007032	@Pax: would you really call this a _basic_ question? Considering it depends on the alignment of the instruction bytes?	-0.933295554	0.091220072
6299375	are the images stored in the same base folder that the jquery is in? or are they in a different folder?	0.586092906	0.798781159
4589846	"Is your desired result just the SQL statement with all the parameter placeholders substituted with their values? Or did you still want the `DECLARE` statements included, similar to the LINQPad output in my response?"	0.168578754	0.595155318
6642	This is a bit off topic for Home Improvement. Have you tried contacting the company's customer support?	0.140224109	0.5793849
476597	I'm confused: what did you do?  And how did you delete it twice without restoring it in between?	-0.642447875	0.179366326
5887554	it just goes to update.php?  nothing after ?	-0.438677231	0.265433932
495683	"Hey, I could really use your skill on WikiProject Cities.  Do you have time to assist?"	1.000942776	0.923629758
7010453	I think part of your question is missing. Can you clarify?	-0.021345311	0.487836818
505799	I know you're disappointed.  What is the plan?	0.105236568	0.559751005
607813	It's about freedom of speech and no Islamic terrorism is going to deter the truth from outing.  And if it's forbidden to look at figures of Mohammed how come you did it; are you going to hell?	-1.8945372	0.003400016
597448	"This user, whom you recently blocked, has persisted in using both his user and user talk pages for repeat personal attacks. Would it be wise to protect these pages?"	0.51316871	0.768250718
7220120	What you want to read  from the URL? can you please explain ?	0.078735194	0.54477813
7951	Sorry for the TLDR syndrome. Can you make a `dpm($variables);`  (using [devel](http://drupal.org/project/devel)) just after line 229 to inspect the content of $variables ?	0.332302236	0.682505821
5034	"Your shortcode definition is `frame_left`, code examples use `frame_right`. Can I assume you have `frame_right` shortcode defined in same way?"	-1.103172706	0.057517395
221030	"On another note, I'm going to assume that you were the one who also added ridership data for various LIRR stations, am I correct? If so, could you kindly point me towards your source?"	0.592688663	0.801418288
7195007	Your error message tells us nothing. Do you have a detailed log --perhaps you can run it from the command line (as Ravi replied below) and paste the error messages?	-0.747828614	0.142686609
482224	"Also, someone suggested merging it with another hoax page. Why wasn't that option considered?"	-0.042322874	0.475894139
508214	"I don't think I'll ever understand the ""subjective and argumentative"" thing for community Wikis. If nobody's getting rep, what harm does it do ?"	-0.491261682	0.2414012
4482209	"What do you mean ""it just dies""?  What's the error?"	-1.02045801	0.072448231
7026605	and what if you make other browsers default i.e. in the asp.net process then ?	-0.413128559	0.277533764
5138910	"What is receiving the event, the button? What coordinate space do you want the click event's coordinate to be in, the window's, the button's, or some other view's?"	0.131588531	0.574555253
261531	"I'm not sure what needs doing now, or if there are further modifications required (this is the first article I've ever nominated for GA). Is there anything you can point me in the direction of?"	-0.010868583	0.493806053
242132	I noticed you reverted a deletion on FC Bayern's wikipedia page. Do we know if Stephan Fxfcrstner has been loaned out to any club like Christian Lell went to FFC Koeln or like Mats Hummels did to Burussia Dortmund?	0.251529138	0.640324888
4042	"This is a big discussion (""Neil said..."") and then a small question (""Please, state the stand and then its advantages."") A better question might be ""What's the best kind of kickstand for [lifting the rear wheel / loading groceries / etc.]?"""	0.588857222	0.79988894
5838176	"Hmmm, I've [seen this question before](http://stackoverflow.com/questions/5180159/big-o-notation-homework). What was wrong with it over there?"	-0.416558728	0.275893696
629653	"(Constantine and Leo are English, not Latin names.) Why don't you answer my question about Constantine the Great?"	-1.46956838	0.017891558
230748	"Where they've been created, the lists of governors and military administrators for 36 Nigeria's states have been kept separate from the article on the state. Do you intend to merge all of them into the state articles, as you did with <url> and <url>?"	-0.372882528	0.297124328
2266236	"If the set is {1,2,3} will the list be {1,2,3,3,4,5,6}? In other words, can there be duplicates in the input list?"	-0.193253352	0.391244764
